assertion_id,subject_id,subject_name,predicate,object_id,object_name,directionality,confidence,validation_status,extraction_method,first_known_position,evidence_passage_id,epistemic_status,effective_predicate
A_31a742b3dd77,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1732,BK_P01732,machine-proposed,FAMILY
A_4dd489e8f293,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1732,BK_P01732,machine-proposed,FAMILY
A_d8fd01a496fb,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1732,BK_P01732,machine-proposed,FAMILY
A_0c108a137254,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1732,BK_P01732,machine-proposed,FINANCIAL
A_1e8f35a0495d,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1732,BK_P01732,machine-proposed,FINANCIAL
A_5ad9d640fce2,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1732,BK_P01732,machine-proposed,FINANCIAL
A_a02032754a79,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_677485348b6a,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_2daa9c9f4876,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_d77f456e3cdf,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_e3174301d35f,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_d54102f88a06,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_9a16d491fd2a,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_9c7dbd8d20d1,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_5795bd1d414a,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_04dd167b8de8,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_2d2b4b5c3277,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_993d4066e605,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_dc80d368b8b1,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_fca716cb41e1,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_cdcdb4043263,CHAR_005,Pavel Fyodorovich Smerdyakov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FAMILY
A_95f8a4b1235e,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_22908b82ef13,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_13c541986b27,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_2adf14854e32,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_b8ea94610209,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_8b23e9699621,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_0c87e08645dd,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_553bc9a7335c,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_9c942f95850d,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_1100a42524e7,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_c3852e8f22c8,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_002e71121bc8,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_26a51c0a76fd,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_5505c3f66c12,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_5a0a3d0a2223,CHAR_005,Pavel Fyodorovich Smerdyakov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,ROMANTIC
A_2d9e719bd3e4,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_d90585bd3d7b,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_c332183a30ce,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_184eec78c9a8,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_1c7be1736fd5,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_5c53011b8623,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_665d8b746213,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_1b08c5e6a6b5,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_9950384efb89,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_051cda0335bf,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_ad7016c2104b,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_7a3073944a3c,CHAR_003,Ivan Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_5bf6193afe47,CHAR_004,Alexei Fyodorovich Karamazov,FINANCIAL,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_7482d450c13d,CHAR_004,Alexei Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_d5f6717612be,CHAR_005,Pavel Fyodorovich Smerdyakov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,1733,BK_P01733,machine-proposed,FINANCIAL
A_9ee6d315d3cd,CHAR_003,Ivan Fyodorovich Karamazov,CONFLICT,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,1754,BK_P01754,machine-proposed,CONFLICT
A_fd1b477ed689,CHAR_003,Ivan Fyodorovich Karamazov,CONFLICT,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,1754,BK_P01754,machine-proposed,CONFLICT
A_ca9271959d6d,CHAR_003,Ivan Fyodorovich Karamazov,CONFLICT,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,1754,BK_P01754,machine-proposed,CONFLICT
A_69363cc564e2,CHAR_004,Alexei Fyodorovich Karamazov,CONFLICT,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,1754,BK_P01754,machine-proposed,CONFLICT
A_d9383351a0d4,CHAR_004,Alexei Fyodorovich Karamazov,CONFLICT,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,1754,BK_P01754,machine-proposed,CONFLICT
A_23abd20a0834,CHAR_005,Pavel Fyodorovich Smerdyakov,CONFLICT,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,1754,BK_P01754,machine-proposed,CONFLICT
A_b2dafbf94584,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_5519a3889d9c,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_75442dd719ed,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_b826d594f7a7,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_af88c1d0100b,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_c2c4313e79b1,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_e546ca3dd1d7,CHAR_003,Ivan Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_e5bcda8974b6,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_ece563c24f2a,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_79e478eca25a,CHAR_005,Pavel Fyodorovich Smerdyakov,FAMILY,CHAR_007,Katerina Ivanovna Verkhovtseva,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1756,BK_P01756,machine-proposed,FAMILY
A_c45ddaaf6196,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1771,BK_P01771,machine-proposed,FAMILY
A_a6f104683810,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1771,BK_P01771,machine-proposed,FAMILY
A_bf43f5c48a04,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_003,Ivan Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1771,BK_P01771,machine-proposed,FAMILY
A_a016cc558b6d,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_005,Pavel Fyodorovich Smerdyakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1789,BK_P01789,machine-proposed,FAMILY
A_ef0cda452564,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1792,BK_P01792,machine-proposed,FAMILY
A_4c91129f0939,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_008,Zosima,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1792,BK_P01792,machine-proposed,ROMANTIC
A_f0ae87a4cf74,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1794,BK_P01794,machine-proposed,FAMILY
A_efb6061634ef,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,FAMILY
A_e98a39ccf14b,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,FAMILY
A_9d756c0586dd,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,FAMILY
A_94e7566500ae,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,ROMANTIC
A_e52c9e4664da,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_008,Zosima,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,ROMANTIC
A_5016170c2618,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_008,Zosima,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,ROMANTIC
A_628202dcdd1b,CHAR_001,Fyodor Pavlovich Karamazov,SOCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,SOCIAL
A_af4e3287ec21,CHAR_001,Fyodor Pavlovich Karamazov,SOCIAL,CHAR_008,Zosima,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,SOCIAL
A_de8b002a60ff,CHAR_004,Alexei Fyodorovich Karamazov,SOCIAL,CHAR_008,Zosima,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,1807,BK_P01807,machine-proposed,SOCIAL
A_a37391d34b4e,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2052,BK_P02052,machine-proposed,FAMILY
A_9d96a961b055,CHAR_001,Fyodor Pavlovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2052,BK_P02052,machine-proposed,FAMILY
A_5b24aa57f372,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2052,BK_P02052,machine-proposed,FAMILY
A_31eb75e758e2,CHAR_008,Zosima,FAMILY,CHAR_013,Madame Khokhlakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2061,BK_P02061,machine-proposed,FAMILY
A_bf728d0641e0,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2071,BK_P02071,machine-proposed,FAMILY
A_8ec46e192d14,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2114,BK_P02114,machine-proposed,FAMILY
A_d637ea660389,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_009,Ilyusha Snegiryov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2114,BK_P02114,machine-proposed,FAMILY
A_e24149bf6ea5,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_009,Ilyusha Snegiryov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2114,BK_P02114,machine-proposed,FAMILY
A_d0f3af0c5626,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2114,BK_P02114,machine-proposed,ROMANTIC
A_03a178dae0f6,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_009,Ilyusha Snegiryov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2114,BK_P02114,machine-proposed,ROMANTIC
A_966162aea725,CHAR_004,Alexei Fyodorovich Karamazov,ROMANTIC,CHAR_009,Ilyusha Snegiryov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2114,BK_P02114,machine-proposed,ROMANTIC
A_0abb3beb1e2b,CHAR_003,Ivan Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2116,BK_P02116,machine-proposed,ROMANTIC
A_87dd2438b25a,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2142,BK_P02142,machine-proposed,FAMILY
A_0af7f936c6e0,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_008,Zosima,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2144,BK_P02144,machine-proposed,FAMILY
A_a04cbea2cdd7,CHAR_004,Alexei Fyodorovich Karamazov,FAMILY,CHAR_013,Madame Khokhlakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2144,BK_P02144,machine-proposed,FAMILY
A_26edffcccab9,CHAR_008,Zosima,FAMILY,CHAR_013,Madame Khokhlakov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2144,BK_P02144,machine-proposed,FAMILY
A_2ac11cce67fe,CHAR_001,Fyodor Pavlovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,2154,BK_P02154,machine-proposed,FINANCIAL
A_839111aa2dab,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2158,BK_P02158,machine-proposed,ROMANTIC
A_ec69c98e9ea7,CHAR_001,Fyodor Pavlovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2158,BK_P02158,machine-proposed,ROMANTIC
A_38aa48727a4c,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2158,BK_P02158,machine-proposed,ROMANTIC
A_d721055a62c2,CHAR_001,Fyodor Pavlovich Karamazov,SOCIAL,CHAR_002,Dmitri Fyodorovich Karamazov,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,2158,BK_P02158,machine-proposed,SOCIAL
A_0afc12692c44,CHAR_001,Fyodor Pavlovich Karamazov,SOCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,2158,BK_P02158,machine-proposed,SOCIAL
A_89e2b3805afc,CHAR_002,Dmitri Fyodorovich Karamazov,SOCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.55,unreviewed,cue+cooccurrence rule,2158,BK_P02158,machine-proposed,SOCIAL
A_e4ba1cc22674,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2161,BK_P02161,machine-proposed,FAMILY
A_9d19cb256064,CHAR_002,Dmitri Fyodorovich Karamazov,CONFLICT,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.64,unreviewed,cue+cooccurrence rule,2161,BK_P02161,machine-proposed,CONFLICT
A_80ee969efdbf,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,2170,BK_P02170,machine-proposed,FINANCIAL
A_589cad7a997d,CHAR_002,Dmitri Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,2170,BK_P02170,machine-proposed,FINANCIAL
A_708be99a7529,CHAR_004,Alexei Fyodorovich Karamazov,FINANCIAL,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.58,unreviewed,cue+cooccurrence rule,2170,BK_P02170,machine-proposed,FINANCIAL
A_8298710450c6,CHAR_002,Dmitri Fyodorovich Karamazov,FAMILY,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.72,unreviewed,cue+cooccurrence rule,2172,BK_P02172,machine-proposed,FAMILY
A_d6f4d256391b,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_004,Alexei Fyodorovich Karamazov,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2208,BK_P02208,machine-proposed,ROMANTIC
A_68c6bbb9ef14,CHAR_002,Dmitri Fyodorovich Karamazov,ROMANTIC,CHAR_006,Agrafena Alexandrovna Svetlova,undirected_or_unknown,0.65,unreviewed,cue+cooccurrence rule,2208,BK_P02208,machine-proposed,ROMANTIC
